Speed,LapDistPct,Lat,Lon,Brake,Throttle,RPM,SteeringWheelAngle,Gear,Clutch,ABSActive,DRSActive,LatAccel,Yaw,PositionType
25.638786,0.225565,40.759839,-84.19095,0,0.499137,4450.75,0.875445,4,1,FALSE,FALSE,16.031874,1.792165,3
25.635414,0.22658,40.759842,-84.190952,0,0.497904,4445.1646,0.880215,4,1,FALSE,FALSE,15.42236,1.801619,3
25.633396,0.227593,40.759845,-84.190955,0,0.499137,4438.8857,0.882703,4,1,FALSE,FALSE,15.529833,1.811203,3
25.631176,0.228606,40.759849,-84.190957,0,0.499137,4433.302,0.885607,4,1,FALSE,FALSE,15.396484,1.820865,3
25.62949,0.229619,40.759852,-84.19096,0,0.497904,4429.5903,0.887889,4,1,FALSE,FALSE,15.128561,1.830524,3
25.628094,0.230632,40.759856,-84.190962,0,0.497904,4422.929,0.889755,4,1,FALSE,FALSE,15.169721,1.840077,3
25.62712,0.231644,40.759859,-84.190965,0,0.499137,4411.1816,0.894525,4,1,FALSE,FALSE,15.227396,1.849413,3
25.62711,0.23266,40.759862,-84.190967,0,0.500123,4403.976,0.900953,4,1,FALSE,FALSE,15.0368,1.858469,3
25.629519,0.233676,40.759865,-84.19097,0,0.500123,4397.0527,0.909456,4,1,FALSE,FALSE,14.149133,1.867193,3
25.63384,0.234691,40.759869,-84.190973,0,0.50111,4391.7905,0.921483,4,1,FALSE,FALSE,13.649653,1.875545,3
25.637768,0.235706,40.759872,-84.190976,0,0.50111,4394.5405,0.934547,4,1,FALSE,FALSE,13.258724,1.883543,3
25.6418,0.236721,40.759875,-84.190978,0,0.50111,4397.707,0.954038,4,1,FALSE,FALSE,13.085493,1.891224,3
25.646551,0.237736,40.759878,-84.190981,0,0.502343,4395.454,0.974772,4,1,FALSE,FALSE,12.97206,1.898591,3
25.651915,0.238751,40.759882,-84.190984,0,0.502343,4395.7295,0.994259,4,1,FALSE,FALSE,12.966523,1.905627,3
25.657597,0.239772,40.759885,-84.190987,0,0.503329,4395.925,1.02038,4,1,FALSE,FALSE,12.774869,1.91231,3
25.66348,0.240793,40.759888,-84.19099,0,0.504316,4396.504,1.046084,4,1,FALSE,FALSE,12.574899,1.918661,3
25.668125,0.241814,40.759891,-84.190993,0,0.506535,4401.456,1.062043,4,1,FALSE,FALSE,13.025594,1.924793,3
25.671322,0.242834,40.759894,-84.190996,0,0.506535,4403.305,1.080076,4,1,FALSE,FALSE,13.458505,1.930821,3
25.674849,0.243854,40.759897,-84.190999,0,0.506535,4406.6934,1.094168,4,1,FALSE,FALSE,13.423666,1.93685,3
25.679619,0.244873,40.7599,-84.191002,0,0.506535,4412.0757,1.101837,4,1,FALSE,FALSE,13.202537,1.942954,3
